City,Locality,Size_sqft,Property_Type,Age_years,Distance_to_metro_km,Amenities_score,Price_per_sqft,Total_Price_Cr,Estimated_Monthly_Rent
Hyderabad,Kukatpally,2200,Villa,12,4.15,9,17000,3.74,109083
Hyderabad,Kukatpally,1800,Apartment,22,5.3,7,6000,1.08,31500
Hyderabad,Kukatpally,3500,Apartment,2,9.22,5,17500,6.12,178645
Hyderabad,Kukatpally,2500,Villa,12,8.56,9,16000,4.0,116666
Hyderabad,Kukatpally,2500,Apartment,1,2.32,10,13000,3.25,94791
Hyderabad,Kukatpally,1350,Villa,2,8.82,8,12500,1.69,49218
Hyderabad,Kukatpally,3500,Villa,25,8.72,9,17000,5.95,173541
Hyderabad,Kukatpally,1000,Apartment,16,3.26,6,5000,0.5,14583
Hyderabad,Kukatpally,1500,Villa,22,1.08,7,7500,1.12,32812
Hyderabad,Kukatpally,900,Villa,2,7.04,9,7500,0.68,19687
Hyderabad,Kukatpally,3000,Apartment,21,3.66,6,11000,3.3,96250
Hyderabad,Kukatpally,2000,Apartment,0,8.28,9,11500,2.3,67083
Hyderabad,Kukatpally,1350,Villa,24,1.59,5,9000,1.22,35437
Hyderabad,Kukatpally,2000,Apartment,5,7.72,9,10000,2.0,58333
Hyderabad,Kukatpally,2200,Villa,21,2.0,8,9500,2.09,60958
Hyderabad,Kukatpally,1200,Apartment,25,1.72,9,4500,0.54,15750
Hyderabad,Kukatpally,2200,Apartment,1,3.87,8,12500,2.75,80208
Hyderabad,Kukatpally,1500,Villa,2,4.5,9,12500,1.88,54687
Hyderabad,Kukatpally,3000,Villa,19,3.32,7,12500,3.75,109375
Hyderabad,Kukatpally,750,Villa,20,1.32,8,5000,0.38,10937
Hyderabad,Kukatpally,2500,Villa,7,6.52,9,18000,4.5,131250
Hyderabad,Kukatpally,2200,Apartment,13,6.61,10,8500,1.87,54541
Hyderabad,Kukatpally,3000,Villa,21,1.77,5,14500,4.35,126875
Hyderabad,Kukatpally,3000,Apartment,9,9.95,10,13500,4.05,118125
Hyderabad,Kukatpally,1000,Villa,2,0.86,6,8500,0.85,24791
Hyderabad,Kukatpally,2200,Apartment,22,1.48,10,8000,1.76,51333
Hyderabad,Kukatpally,2200,Villa,10,3.24,5,15000,3.3,96250
Hyderabad,Kukatpally,1000,Villa,0,0.9,8,8500,0.85,24791
Hyderabad,Kukatpally,2200,Villa,24,5.24,5,10000,2.2,64166
Hyderabad,Kukatpally,1200,Apartment,2,6.35,8,7500,0.9,26250
Hyderabad,Kukatpally,2500,Villa,17,5.41,5,13500,3.38,98437
Hyderabad,Kukatpally,750,Villa,2,8.9,9,6500,0.49,14218
Hyderabad,Kukatpally,1000,Villa,19,4.66,8,6000,0.6,17500
Hyderabad,Kukatpally,750,Villa,9,4.32,8,5500,0.41,12031
Hyderabad,Miyapur,1000,Apartment,23,8.33,9,4000,0.4,11666
Hyderabad,Miyapur,3000,Villa,5,0.41,6,21000,6.3,183750
Hyderabad,Miyapur,1200,Villa,8,4.34,7,8500,1.02,29750
Hyderabad,Miyapur,2500,Apartment,4,2.82,6,12000,3.0,87500
Hyderabad,Miyapur,2500,Villa,8,7.67,7,16500,4.12,120312
Hyderabad,Miyapur,2500,Apartment,25,2.39,7,7500,1.88,54687
Hyderabad,Miyapur,1800,Villa,7,0.42,9,11500,2.07,60375
Hyderabad,Miyapur,3000,Villa,6,5.62,5,19500,5.85,170625
Hyderabad,Miyapur,1200,Apartment,9,4.71,8,5500,0.66,19250
Hyderabad,Miyapur,2000,Villa,19,3.45,7,11000,2.2,64166
Hyderabad,Miyapur,2500,Villa,10,7.45,10,13000,3.25,94791
Hyderabad,Miyapur,3000,Villa,4,4.13,7,19500,5.85,170625
Hyderabad,Miyapur,3000,Apartment,22,4.76,8,10000,3.0,87500
Hyderabad,Miyapur,2000,Villa,5,9.57,7,14500,2.9,84583
Hyderabad,Miyapur,1800,Villa,23,7.93,9,10000,1.8,52500
Hyderabad,Miyapur,1800,Villa,10,4.54,7,11000,1.98,57750
Hyderabad,Miyapur,2200,Apartment,11,2.77,9,9500,2.09,60958
Hyderabad,Miyapur,1500,Apartment,18,6.48,10,6500,0.97,28437
Hyderabad,Miyapur,3000,Villa,0,6.7,10,22000,6.6,192500
Hyderabad,Miyapur,1500,Villa,14,6.26,10,10000,1.5,43750
Hyderabad,Miyapur,1000,Villa,25,0.95,10,5000,0.5,14583
Hyderabad,Miyapur,2500,Villa,4,7.45,6,17500,4.38,127604
Hyderabad,Miyapur,1800,Apartment,21,5.27,10,6500,1.17,34125
Hyderabad,Miyapur,2500,Villa,25,1.12,5,11500,2.88,83854
Hyderabad,Miyapur,2500,Villa,19,7.25,9,12500,3.12,91145
Hyderabad,Miyapur,2200,Villa,17,3.18,9,13500,2.97,86625
Hyderabad,Miyapur,900,Villa,25,3.69,10,5000,0.45,13125
Hyderabad,Miyapur,3000,Apartment,19,2.1,5,11500,3.45,100625
Hyderabad,Miyapur,1800,Villa,21,1.99,6,10000,1.8,52500
Hyderabad,Miyapur,3500,Apartment,19,7.71,9,11500,4.03,117395
Hyderabad,Miyapur,3500,Villa,21,2.87,7,17500,6.12,178645
Hyderabad,Miyapur,2500,Apartment,3,4.0,5,13500,3.38,98437
Hyderabad,Miyapur,1800,Apartment,7,2.3,8,9000,1.62,47250
Hyderabad,Miyapur,2200,Villa,12,7.81,10,12500,2.75,80208
Hyderabad,Miyapur,3000,Apartment,22,6.55,7,9500,2.85,83125
Hyderabad,Miyapur,750,Apartment,15,9.69,7,3500,0.26,7656
Hyderabad,Miyapur,2500,Apartment,2,8.05,10,14000,3.5,102083
Hyderabad,Miyapur,1350,Villa,11,7.56,7,10500,1.42,41343
Hyderabad,Miyapur,2500,Apartment,25,8.17,9,7500,1.88,54687
Hyderabad,Miyapur,2500,Villa,11,3.58,5,16000,4.0,116666
Hyderabad,Miyapur,2500,Villa,23,9.3,7,11500,2.88,83854
Hyderabad,Miyapur,1000,Apartment,9,4.49,10,4500,0.45,13125
Hyderabad,Miyapur,1200,Villa,0,4.56,10,10500,1.26,36750
Hyderabad,Miyapur,1200,Apartment,21,2.63,10,4500,0.54,15750
Hyderabad,Miyapur,1800,Apartment,16,1.48,9,7500,1.35,39375
Hyderabad,Miyapur,1350,Villa,10,6.56,8,9000,1.22,35437
Hyderabad,Miyapur,1500,Villa,25,3.07,10,7500,1.12,32812
Hyderabad,Miyapur,1500,Villa,5,8.51,8,11500,1.73,50312
Hyderabad,Miyapur,750,Apartment,23,9.21,8,3000,0.23,6562
Hyderabad,Miyapur,3000,Villa,13,4.77,5,16000,4.8,140000
Hyderabad,Miyapur,3500,Apartment,6,8.47,7,16500,5.78,168437
Hyderabad,Miyapur,3500,Apartment,25,6.66,9,11000,3.85,112291
Hyderabad,Miyapur,1200,Apartment,25,2.02,7,4500,0.54,15750
Hyderabad,Miyapur,2000,Villa,6,9.39,5,14000,2.8,81666
Hyderabad,Miyapur,1800,Villa,21,0.72,9,9500,1.71,49875
Hyderabad,Miyapur,3500,Villa,10,7.34,9,21000,7.35,214375
Hyderabad,Miyapur,2200,Apartment,18,8.23,7,8500,1.87,54541
Hyderabad,Miyapur,2200,Apartment,14,8.45,10,8000,1.76,51333
Hyderabad,Miyapur,3500,Villa,25,7.41,9,18000,6.3,183750
Hyderabad,Miyapur,3000,Apartment,2,5.23,7,15500,4.65,135625
Hyderabad,Miyapur,1200,Villa,7,3.19,5,10000,1.2,35000
Hyderabad,Miyapur,1500,Apartment,11,8.77,9,7000,1.05,30625
Hyderabad,Miyapur,2200,Apartment,13,6.47,9,8500,1.87,54541
Hyderabad,Miyapur,2200,Apartment,13,4.78,8,9500,2.09,60958
Hyderabad,Miyapur,3500,Apartment,17,0.39,9,13500,4.72,137812
Hyderabad,Miyapur,1350,Villa,15,9.92,6,8000,1.08,31500
Hyderabad,Miyapur,1500,Villa,10,1.26,9,11000,1.65,48125
Hyderabad,Miyapur,900,Apartment,11,2.28,8,4500,0.41,11812
Hyderabad,Miyapur,1200,Villa,6,5.68,9,9500,1.14,33250
Hyderabad,Miyapur,3000,Villa,20,2.12,8,17000,5.1,148750
Hyderabad,Miyapur,3500,Villa,15,3.75,10,19500,6.83,199062
Hyderabad,Miyapur,2500,Apartment,15,0.35,5,11000,2.75,80208
Hyderabad,Miyapur,3000,Apartment,0,7.68,7,13000,3.9,113750
Hyderabad,Miyapur,900,Apartment,8,1.74,9,4500,0.41,11812
Hyderabad,Miyapur,1800,Villa,5,3.26,9,12000,2.16,63000
Hyderabad,Miyapur,2500,Apartment,17,7.3,9,8000,2.0,58333
Hyderabad,Miyapur,1200,Villa,8,8.9,9,7500,0.9,26250
Hyderabad,Miyapur,900,Villa,24,4.3,9,5500,0.49,14437
Hyderabad,Miyapur,1500,Apartment,13,7.05,10,7500,1.12,32812
Hyderabad,Miyapur,3500,Apartment,24,1.2,7,10500,3.67,107187
Hyderabad,Miyapur,900,Villa,14,6.01,7,7000,0.63,18375
Hyderabad,Miyapur,1000,Apartment,14,0.93,6,4500,0.45,13125
Hyderabad,Miyapur,1500,Villa,25,5.93,10,8500,1.27,37187
Hyderabad,Miyapur,3000,Villa,20,6.15,6,17500,5.25,153125
Hyderabad,Miyapur,3000,Apartment,4,6.86,6,13500,4.05,118125
Hyderabad,Miyapur,900,Villa,18,8.3,9,6000,0.54,15750
Hyderabad,Miyapur,1800,Apartment,19,5.13,7,7500,1.35,39375
Hyderabad,Miyapur,3500,Villa,9,7.16,9,20000,7.0,204166
Hyderabad,Miyapur,1800,Apartment,16,7.95,6,5500,0.99,28875
Hyderabad,Miyapur,2500,Villa,1,1.73,10,19500,4.88,142187
Hyderabad,Miyapur,1200,Apartment,22,3.48,6,4500,0.54,15750
Hyderabad,Miyapur,1350,Villa,22,2.44,6,7500,1.01,29531
Hyderabad,Miyapur,3500,Villa,12,6.1,6,20500,7.17,209270
Hyderabad,Miyapur,3000,Villa,20,4.39,10,16000,4.8,140000
Hyderabad,Miyapur,2500,Villa,12,6.47,5,14500,3.62,105729
Hyderabad,Miyapur,3500,Apartment,25,4.28,8,11000,3.85,112291
Hyderabad,Miyapur,3000,Villa,23,8.45,10,15500,4.65,135625
Hyderabad,Miyapur,2200,Villa,14,6.0,7,11000,2.42,70583
Hyderabad,Miyapur,3000,Apartment,0,2.09,10,13000,3.9,113750
Hyderabad,Miyapur,2500,Villa,20,0.55,5,11500,2.88,83854
Hyderabad,Miyapur,3000,Apartment,12,0.53,8,11500,3.45,100625
Hyderabad,Miyapur,1500,Villa,15,5.33,7,10000,1.5,43750
Hyderabad,Miyapur,1800,Apartment,10,3.2,9,9000,1.62,47250
Hyderabad,Miyapur,2500,Villa,25,8.47,10,11500,2.88,83854
Hyderabad,Miyapur,900,Apartment,1,2.11,10,5000,0.45,13125
Hyderabad,Miyapur,2500,Apartment,0,4.98,6,14000,3.5,102083
Hyderabad,Miyapur,2500,Apartment,14,1.59,8,10000,2.5,72916
Hyderabad,Miyapur,1500,Apartment,22,5.12,10,5500,0.82,24062
Hyderabad,Miyapur,2000,Villa,5,4.54,5,15000,3.0,87500
Hyderabad,Miyapur,3500,Villa,11,1.84,5,22000,7.7,224583
Hyderabad,Miyapur,2200,Apartment,21,6.22,5,8000,1.76,51333
Hyderabad,Miyapur,2200,Villa,20,6.67,10,11000,2.42,70583
Hyderabad,Miyapur,3500,Apartment,24,9.58,8,10000,3.5,102083
Hyderabad,Miyapur,3500,Apartment,2,2.7,5,15500,5.42,158229
Hyderabad,Miyapur,1500,Apartment,15,9.09,6,6000,0.9,26250
Hyderabad,Miyapur,3000,Villa,7,7.67,5,18000,5.4,157500
Hyderabad,Miyapur,750,Villa,22,4.66,5,4500,0.34,9843
Hyderabad,Miyapur,2500,Apartment,22,0.91,8,8500,2.12,61979
Hyderabad,Miyapur,1000,Villa,7,9.09,5,7500,0.75,21875
Hyderabad,Miyapur,1200,Villa,3,4.29,7,8500,1.02,29750
Hyderabad,Miyapur,2000,Villa,4,3.67,6,14500,2.9,84583
Hyderabad,Miyapur,3500,Apartment,21,5.73,5,11500,4.03,117395
Hyderabad,Miyapur,3000,Apartment,18,9.39,9,11000,3.3,96250
Hyderabad,Miyapur,3500,Villa,5,2.82,7,21500,7.53,219479
Hyderabad,Miyapur,1500,Apartment,20,7.39,8,5500,0.82,24062
Hyderabad,Miyapur,3000,Villa,21,5.78,6,15500,4.65,135625
Hyderabad,Miyapur,1000,Apartment,3,4.8,5,5500,0.55,16041
Hyderabad,Miyapur,3000,Villa,23,3.69,7,14500,4.35,126875
Hyderabad,Miyapur,2500,Apartment,10,1.41,6,10500,2.62,76562
Hyderabad,Miyapur,1800,Apartment,20,2.73,6,6500,1.17,34125
Hyderabad,Miyapur,3000,Villa,19,8.55,10,16500,4.95,144375
Hyderabad,Miyapur,750,Villa,21,1.41,6,5500,0.41,12031
Hyderabad,Miyapur,3000,Apartment,19,8.64,10,10500,3.15,91875
Hyderabad,Miyapur,2200,Apartment,9,7.17,6,10000,2.2,64166
Hyderabad,Miyapur,2500,Apartment,12,5.57,6,10500,2.62,76562
Hyderabad,Miyapur,2500,Apartment,20,5.0,9,8500,2.12,61979
Hyderabad,Miyapur,750,Villa,11,1.91,6,5500,0.41,12031
Hyderabad,Miyapur,2200,Villa,18,4.29,7,14000,3.08,89833
Hyderabad,Miyapur,3000,Apartment,21,6.61,8,9500,2.85,83125
Hyderabad,Miyapur,1000,Apartment,0,5.27,5,6000,0.6,17500
Hyderabad,Miyapur,1800,Apartment,6,8.12,5,8500,1.53,44625
Hyderabad,Miyapur,2200,Villa,16,7.93,10,12500,2.75,80208
Hyderabad,Miyapur,3000,Villa,24,2.25,8,13000,3.9,113750
Hyderabad,Miyapur,3500,Apartment,12,3.5,10,13500,4.72,137812
Hyderabad,Miyapur,3000,Apartment,17,7.64,7,10000,3.0,87500
Hyderabad,Miyapur,1000,Apartment,9,8.81,9,5000,0.5,14583
Hyderabad,Miyapur,1500,Apartment,25,8.83,9,5000,0.75,21875
Hyderabad,Miyapur,2000,Apartment,12,4.68,7,9000,1.8,52500
Hyderabad,Miyapur,3500,Apartment,13,9.85,5,13500,4.72,137812
Hyderabad,Miyapur,1800,Villa,2,9.12,5,13000,2.34,68250
Hyderabad,Uppal,2500,Apartment,19,5.53,7,8000,2.0,58333
Hyderabad,Uppal,3500,Apartment,23,6.67,5,10500,3.67,107187
Hyderabad,Uppal,750,Apartment,22,8.27,10,3000,0.23,6562
Hyderabad,Uppal,750,Villa,5,9.66,7,5500,0.41,12031
Hyderabad,Uppal,3000,Villa,16,2.28,6,13000,3.9,113750
Hyderabad,Uppal,2200,Villa,4,7.99,10,15000,3.3,96250
Hyderabad,Uppal,1200,Apartment,24,5.9,7,4500,0.54,15750
Hyderabad,Uppal,2500,Apartment,8,4.14,7,11000,2.75,80208
Hyderabad,Uppal,3000,Apartment,20,9.18,8,9000,2.7,78750
Hyderabad,Uppal,2500,Villa,16,7.05,5,13500,3.38,98437
Hyderabad,Uppal,2500,Apartment,18,7.99,7,9500,2.38,69270
Hyderabad,Uppal,1350,Apartment,8,9.09,9,6000,0.81,23625
Hyderabad,Uppal,3500,Apartment,23,2.99,6,10000,3.5,102083
Hyderabad,Uppal,3000,Apartment,0,8.97,5,13500,4.05,118125
Hyderabad,Uppal,1800,Villa,1,6.65,7,13000,2.34,68250
Hyderabad,Uppal,2200,Apartment,4,6.27,5,9000,1.98,57750
Hyderabad,Uppal,3000,Villa,25,1.11,6,13000,3.9,113750
Hyderabad,Uppal,2000,Villa,7,5.2,10,13000,2.6,75833
Hyderabad,Uppal,2000,Apartment,8,9.68,9,9000,1.8,52500
Hyderabad,Uppal,2200,Apartment,3,6.78,6,10500,2.31,67375
Hyderabad,Uppal,1500,Apartment,25,6.46,8,4500,0.68,19687
Hyderabad,Uppal,1000,Villa,14,0.42,7,6000,0.6,17500
Hyderabad,Uppal,2000,Villa,2,5.73,5,16000,3.2,93333
Hyderabad,Uppal,2200,Villa,6,8.94,9,14500,3.19,93041
Hyderabad,Uppal,2000,Apartment,23,1.07,8,6000,1.2,35000
Hyderabad,Uppal,2200,Villa,18,8.62,6,12000,2.64,77000
Hyderabad,Uppal,3000,Apartment,24,8.24,6,10500,3.15,91875
Hyderabad,Uppal,750,Apartment,13,3.35,6,3500,0.26,7656
Hyderabad,Uppal,3000,Apartment,11,4.87,7,11500,3.45,100625
Hyderabad,Uppal,750,Villa,24,3.77,10,4500,0.34,9843
Hyderabad,Uppal,2000,Apartment,3,5.09,9,9000,1.8,52500
Hyderabad,Uppal,1800,Villa,13,1.99,5,11500,2.07,60375
Hyderabad,Uppal,1350,Villa,22,7.21,5,6500,0.88,25593
Hyderabad,Uppal,900,Villa,7,3.68,10,6500,0.58,17062
Hyderabad,Uppal,2200,Apartment,14,4.67,9,9000,1.98,57750
Hyderabad,Uppal,1000,Apartment,16,6.32,10,4500,0.45,13125
Hyderabad,Uppal,2200,Apartment,2,3.72,8,10500,2.31,67375
Hyderabad,Uppal,3500,Apartment,4,9.8,7,16500,5.78,168437
Hyderabad,Uppal,1800,Villa,10,6.45,10,11500,2.07,60375
Hyderabad,Uppal,2000,Villa,10,3.45,7,11500,2.3,67083
Hyderabad,Uppal,1800,Apartment,2,6.96,6,8500,1.53,44625
Hyderabad,Uppal,3000,Apartment,3,8.42,5,14000,4.2,122500
Hyderabad,Uppal,1350,Villa,14,3.01,7,9000,1.22,35437
Hyderabad,Uppal,2500,Villa,3,5.27,6,18000,4.5,131250
Hyderabad,Uppal,2500,Villa,9,3.26,7,16500,4.12,120312
Hyderabad,Uppal,1200,Apartment,2,9.4,10,5500,0.66,19250
Hyderabad,Uppal,2000,Apartment,22,8.75,6,7000,1.4,40833
Hyderabad,Uppal,2000,Apartment,4,6.75,10,10000,2.0,58333
Hyderabad,Uppal,1800,Villa,11,2.82,9,11500,2.07,60375
Hyderabad,Uppal,900,Villa,21,5.74,7,5500,0.49,14437
Hyderabad,Uppal,1350,Villa,0,1.38,8,9000,1.22,35437
Hyderabad,Uppal,3000,Apartment,23,8.69,5,7500,2.25,65625
Hyderabad,Uppal,2500,Apartment,3,5.6,5,11500,2.88,83854
Hyderabad,Uppal,750,Apartment,1,1.37,6,4000,0.3,8750
Hyderabad,Uppal,1500,Villa,12,4.4,10,9000,1.35,39375
Hyderabad,Uppal,3500,Apartment,20,8.63,9,11500,4.03,117395
Hyderabad,Uppal,3000,Apartment,8,3.13,5,12500,3.75,109375
Hyderabad,Uppal,1000,Villa,6,8.11,6,7500,0.75,21875
Hyderabad,Uppal,1000,Villa,25,0.47,5,5500,0.55,16041
Hyderabad,Uppal,900,Apartment,14,3.03,6,4000,0.36,10500
Hyderabad,Uppal,3000,Villa,13,8.77,8,17000,5.1,148750
Hyderabad,Uppal,750,Villa,12,5.54,6,5000,0.38,10937
Hyderabad,Uppal,2200,Apartment,6,1.24,7,8500,1.87,54541
Hyderabad,Uppal,1800,Apartment,14,6.1,5,7000,1.26,36750
Hyderabad,Uppal,3000,Apartment,19,3.18,10,11000,3.3,96250
Hyderabad,Uppal,2000,Villa,15,0.77,9,10500,2.1,61250
Hyderabad,Uppal,2500,Apartment,1,9.06,7,12500,3.12,91145
Hyderabad,Uppal,2200,Villa,4,6.05,6,16000,3.52,102666
Hyderabad,Uppal,3500,Apartment,25,8.96,10,10500,3.67,107187
Hyderabad,Uppal,3000,Apartment,25,0.64,8,8500,2.55,74375
Hyderabad,Uppal,2200,Villa,15,5.95,7,11500,2.53,73791
Hyderabad,Uppal,3000,Villa,16,8.36,8,15500,4.65,135625
Hyderabad,Uppal,1800,Apartment,5,6.11,7,8500,1.53,44625
Hyderabad,Uppal,3000,Apartment,7,8.34,7,13000,3.9,113750
Hyderabad,Uppal,900,Villa,25,8.83,9,5000,0.45,13125
Hyderabad,Uppal,2200,Apartment,24,4.48,6,8500,1.87,54541
Hyderabad,Uppal,1200,Apartment,7,3.37,7,6500,0.78,22750
Hyderabad,Uppal,3000,Apartment,25,6.14,6,8500,2.55,74375
Hyderabad,Uppal,3000,Villa,25,8.96,7,15000,4.5,131250
Hyderabad,Uppal,1350,Apartment,5,6.42,9,6000,0.81,23625
Hyderabad,Uppal,2000,Villa,25,6.04,9,8500,1.7,49583
Hyderabad,Uppal,750,Villa,22,5.27,9,4500,0.34,9843
Hyderabad,Uppal,3000,Apartment,4,1.31,8,13000,3.9,113750
Hyderabad,Uppal,3000,Apartment,9,6.63,8,10000,3.0,87500
Hyderabad,Uppal,900,Apartment,2,9.52,6,5500,0.49,14437
Hyderabad,Uppal,3000,Apartment,7,5.21,9,13000,3.9,113750
Hyderabad,Uppal,2500,Villa,0,6.45,9,17500,4.38,127604
Hyderabad,Uppal,1500,Apartment,25,3.81,7,5000,0.75,21875
Hyderabad,Uppal,1500,Villa,25,4.88,5,7000,1.05,30625
Hyderabad,Uppal,750,Apartment,4,2.2,5,3500,0.26,7656
Hyderabad,Uppal,3000,Apartment,11,6.22,7,11000,3.3,96250
Hyderabad,Uppal,3500,Villa,21,5.31,9,15000,5.25,153125
Hyderabad,Uppal,1200,Villa,10,0.35,7,8500,1.02,29750
Hyderabad,Uppal,1200,Villa,5,5.85,10,8500,1.02,29750
Hyderabad,Uppal,2500,Villa,20,5.27,6,12500,3.12,91145
Hyderabad,Uppal,3500,Villa,17,4.15,6,17000,5.95,173541
Hyderabad,Uppal,3500,Apartment,18,1.14,8,11000,3.85,112291
Hyderabad,Uppal,2000,Villa,23,3.65,6,9500,1.9,55416
Hyderabad,Uppal,1500,Apartment,23,5.22,10,5000,0.75,21875
Hyderabad,Uppal,3000,Apartment,12,7.11,6,12500,3.75,109375
Hyderabad,Uppal,3000,Apartment,10,9.93,10,11500,3.45,100625
Hyderabad,Uppal,3000,Villa,3,4.13,6,18500,5.55,161875
Hyderabad,Uppal,2000,Apartment,23,4.39,6,7000,1.4,40833
Hyderabad,Uppal,2200,Apartment,10,7.23,10,9000,1.98,57750
Hyderabad,Uppal,1000,Villa,22,6.2,8,6000,0.6,17500
Hyderabad,Uppal,750,Apartment,8,9.56,6,3500,0.26,7656
Hyderabad,Uppal,3500,Villa,2,8.27,7,23000,8.05,234791
Hyderabad,Uppal,1200,Apartment,23,6.96,5,4000,0.48,14000
Hyderabad,Uppal,2200,Villa,14,1.41,6,11500,2.53,73791
Hyderabad,Uppal,2500,Villa,15,3.88,7,11000,2.75,80208
Hyderabad,Uppal,3000,Apartment,12,1.47,8,13000,3.9,113750
Hyderabad,Uppal,3000,Apartment,20,0.99,6,9500,2.85,83125
Hyderabad,Uppal,2500,Apartment,2,1.08,7,12000,3.0,87500
Hyderabad,Uppal,750,Villa,10,6.79,5,5500,0.41,12031
Hyderabad,Uppal,1000,Apartment,10,6.88,8,5000,0.5,14583
Hyderabad,Uppal,1350,Apartment,23,0.4,9,4000,0.54,15750
Hyderabad,Uppal,1000,Villa,10,6.47,10,7000,0.7,20416
Hyderabad,Uppal,900,Apartment,13,8.77,9,4500,0.41,11812
Hyderabad,Uppal,2500,Apartment,5,7.32,5,11000,2.75,80208
Hyderabad,Uppal,2000,Apartment,6,1.68,8,8500,1.7,49583
Hyderabad,Uppal,3500,Villa,17,0.41,10,15000,5.25,153125
Hyderabad,Uppal,1800,Apartment,9,5.01,5,7500,1.35,39375
Hyderabad,Uppal,900,Villa,12,5.9,6,5000,0.45,13125
Hyderabad,Uppal,900,Apartment,11,7.37,8,4500,0.41,11812
Hyderabad,Uppal,1000,Villa,9,6.63,6,7000,0.7,20416
Hyderabad,Uppal,1000,Apartment,0,4.47,6,6000,0.6,17500
Hyderabad,Uppal,3500,Apartment,9,6.83,8,13000,4.55,132708
Hyderabad,Uppal,1200,Villa,9,7.95,8,7500,0.9,26250
Hyderabad,Uppal,2500,Villa,21,4.63,5,12500,3.12,91145
Hyderabad,Uppal,3500,Villa,17,8.62,6,18000,6.3,183750
Hyderabad,Uppal,2200,Villa,12,9.19,6,11000,2.42,70583
Hyderabad,Uppal,2500,Villa,1,5.95,8,16000,4.0,116666
Hyderabad,Uppal,2500,Apartment,8,3.9,7,12000,3.0,87500
Hyderabad,Uppal,3000,Apartment,1,6.98,10,14500,4.35,126875
Hyderabad,Uppal,3500,Apartment,3,3.93,10,15000,5.25,153125
Hyderabad,Uppal,2200,Villa,25,1.68,9,9000,1.98,57750
Hyderabad,Uppal,1500,Apartment,17,8.93,8,5500,0.82,24062
Hyderabad,Uppal,3000,Villa,13,0.55,9,16000,4.8,140000
Hyderabad,Uppal,1800,Villa,15,6.56,5,9000,1.62,47250
Hyderabad,Uppal,2200,Apartment,22,1.0,9,8000,1.76,51333
Hyderabad,Uppal,3000,Apartment,16,4.27,5,11500,3.45,100625
Hyderabad,Uppal,2500,Apartment,5,6.18,6,10000,2.5,72916
Hyderabad,Uppal,1500,Apartment,4,3.84,8,8500,1.27,37187
Hyderabad,Uppal,1000,Villa,21,1.66,6,5500,0.55,16041
Hyderabad,Uppal,3500,Villa,4,5.01,7,22000,7.7,224583
Hyderabad,Uppal,1000,Villa,2,9.65,9,7500,0.75,21875
Hyderabad,Uppal,2200,Villa,17,4.03,7,10500,2.31,67375
Hyderabad,Uppal,3000,Apartment,14,0.53,10,11000,3.3,96250
Hyderabad,Uppal,3500,Villa,18,7.64,5,14500,5.08,148020
Hyderabad,Uppal,2500,Apartment,4,9.03,9,11000,2.75,80208
Hyderabad,LB Nagar,3000,Apartment,18,1.43,5,10000,3.0,87500
Hyderabad,LB Nagar,3000,Apartment,24,8.92,7,9000,2.7,78750
Hyderabad,LB Nagar,3000,Villa,11,6.15,7,14500,4.35,126875
Hyderabad,LB Nagar,2200,Villa,20,3.6,9,9500,2.09,60958
Hyderabad,LB Nagar,3000,Apartment,15,5.55,6,10500,3.15,91875
Hyderabad,LB Nagar,1800,Apartment,12,5.55,9,6500,1.17,34125
Hyderabad,LB Nagar,3000,Villa,21,7.69,5,13000,3.9,113750
Hyderabad,LB Nagar,2200,Apartment,10,3.23,5,9500,2.09,60958
Hyderabad,LB Nagar,2500,Villa,8,2.82,5,13500,3.38,98437
Hyderabad,LB Nagar,2000,Villa,25,9.67,7,8000,1.6,46666
Hyderabad,LB Nagar,1800,Apartment,15,5.71,6,7500,1.35,39375
Hyderabad,LB Nagar,1200,Villa,9,1.65,7,6500,0.78,22750
Hyderabad,LB Nagar,1800,Villa,23,4.61,9,8000,1.44,42000
Hyderabad,LB Nagar,3500,Apartment,2,4.2,8,18000,6.3,183750
Hyderabad,LB Nagar,1500,Villa,13,9.94,9,9000,1.35,39375
Hyderabad,LB Nagar,2200,Apartment,1,5.82,5,11000,2.42,70583
Hyderabad,LB Nagar,2000,Villa,22,6.32,6,9000,1.8,52500
Hyderabad,LB Nagar,3000,Apartment,18,0.68,6,9000,2.7,78750
Hyderabad,LB Nagar,1500,Apartment,6,4.91,6,6000,0.9,26250
Hyderabad,LB Nagar,900,Apartment,14,9.65,7,4000,0.36,10500
Hyderabad,LB Nagar,3500,Villa,6,9.12,7,21000,7.35,214375
Hyderabad,LB Nagar,2500,Villa,16,8.74,10,14500,3.62,105729
Hyderabad,LB Nagar,1200,Apartment,21,1.57,6,4000,0.48,14000
Hyderabad,LB Nagar,2200,Villa,15,8.0,6,12000,2.64,77000
Hyderabad,LB Nagar,2500,Villa,18,2.97,7,12000,3.0,87500
Hyderabad,LB Nagar,1350,Apartment,8,9.82,7,5500,0.74,21656
Hyderabad,LB Nagar,750,Apartment,12,4.99,6,3500,0.26,7656
Hyderabad,LB Nagar,3000,Apartment,24,3.94,6,9500,2.85,83125
Hyderabad,LB Nagar,3500,Apartment,7,3.07,7,14500,5.08,148020
Hyderabad,LB Nagar,3500,Apartment,13,4.05,10,11500,4.03,117395
